1391097611155 <141>Jan 30 23:48:51 2014 SJTU-Local2 mobileip[1983]: <500010> <NOTI> <SJTU-Local2 10.190.2.1>  Station 50:cc:f8:8d:bc:9a, : Mobility trail, on switch 10.190.2.1, VLAN 1002, AP MLXY-N-1F-01, SJTU-Web/d8:c7:c8:27:5e:81/g
1391097611250 <141>Jan 30 23:48:51 2014 10.192.18.109 stm[681]: <501102> <NOTI> |AP MLXY-N-1F-01@10.192.18.109 stm|  Disassoc from sta: 50:cc:f8:8d:bc:9a: AP 10.192.18.109-d8:c7:c8:27:5e:81-MLXY-N-1F-01 Reason STA has left and is disassociated
1391097611250 <141>Jan 30 23:48:51 2014 SJTU-Local2 stm[1967]: <501102> <NOTI> <SJTU-Local2 10.190.2.1>  Disassoc from sta: 50:cc:f8:8d:bc:9a: AP 10.192.18.109-d8:c7:c8:27:5e:81-MLXY-N-1F-01 Reason STA has left and is disassociated
1391097611250 <142>Jan 30 23:48:51 2014 SJTU-Local2 authmgr[2201]: <522036> <INFO> <SJTU-Local2 10.190.2.1>  MAC=50:cc:f8:8d:bc:9a Station DN: BSSID=d8:c7:c8:27:5e:81 ESSID=SJTU-Web VLAN=1002 AP-name=MLXY-N-1F-01
1391097612465 <141>Jan 30 23:54:07 2014 10.192.21.10 stm[681]: <501109> <NOTI> |AP DXQL-5-2F-04@10.192.21.10 stm|  Auth request: ac:81:12:98:51:67: AP 10.192.21.10-6c:f3:7f:36:34:20-DXQL-5-2F-04 auth_alg 0
1391097612465 <141>Jan 30 23:54:07 2014 10.192.21.10 stm[681]: <501093> <NOTI> |AP DXQL-5-2F-04@10.192.21.10 stm|  Auth success: ac:81:12:98:51:67: AP 10.192.21.10-6c:f3:7f:36:34:20-DXQL-5-2F-04
1391097612468 <141>Jan 30 23:54:07 2014 SJTU-Local4 stm[1974]: <501095> <NOTI> <SJTU-Local4 10.190.4.1>  Assoc request @ 23:54:07.193817: ac:81:12:98:51:67 (SN 25): AP 10.192.21.10-6c:f3:7f:36:34:20-DXQL-5-2F-04
1391097612470 <141>Jan 30 23:54:07 2014 SJTU-Local4 stm[1974]: <501100> <NOTI> <SJTU-Local4 10.190.4.1>  Assoc success @ 23:54:07.195364: ac:81:12:98:51:67: AP 10.192.21.10-6c:f3:7f:36:34:20-DXQL-5-2F-04
1391097612470 <142>Jan 30 23:54:07 2014 SJTU-Local4 authmgr[2215]: <522035> <INFO> <SJTU-Local4 10.190.4.1>  MAC=ac:81:12:98:51:67 Station UP: BSSID=6c:f3:7f:36:34:20 ESSID=SJTU VLAN=1004 AP-name=DXQL-5-2F-04
1391097612471 <141>Jan 30 23:54:07 2014 10.192.21.10 stm[681]: <501095> <NOTI> |AP DXQL-5-2F-04@10.192.21.10 stm|  Assoc request @ 23:54:07.145059: ac:81:12:98:51:67 (SN 25): AP 10.192.21.10-6c:f3:7f:36:34:20-DXQL-5-2F-04
1391097612471 <141>Jan 30 23:54:07 2014 10.192.21.10 stm[681]: <501100> <NOTI> |AP DXQL-5-2F-04@10.192.21.10 stm|  Assoc success @ 23:54:07.146347: ac:81:12:98:51:67: AP 10.192.21.10-6c:f3:7f:36:34:20-DXQL-5-2F-04
1391097612472 <142>Jan 30 23:54:07 2014 SJTU-Local4 authmgr[2215]: <522050> <INFO> <SJTU-Local4 10.190.4.1>  MAC=ac:81:12:98:51:67,IP=N/A User data downloaded to datapath, new Role=sjtu-user/68, bw Contract=0/0, reason=layer 2 event driven download, idle-timeout=300
1391097612571 <142>Jan 30 23:54:07 2014 SJTU-Local4 authmgr[1973]: <522050> <INFO> <SJTU-Local4 10.190.4.1>  MAC=ac:81:12:98:51:67,IP=N/A User data downloaded to datapath, new Role=(null)/0, bw Contract=0/0, reason=Intra MM move for user, idle-timeout=300
1391097612571 <141>Jan 30 23:54:07 2014 SJTU-Local4 mobileip[1989]: <500010> <NOTI> <SJTU-Local4 10.190.4.1>  Station ac:81:12:98:51:67, : Mobility trail, on switch 10.190.4.1, VLAN 1004, AP DXQL-5-2F-04, SJTU/6c:f3:7f:36:34:20/g
1391097614109 <141>Jan 30 23:54:08 2014 SJTU-Local4 authmgr[1973]: <522042> <NOTI> <SJTU-Local4 10.190.4.1>  User Authentication Failed: username=host/admin-PC MAC=ac:81:12:98:51:67 IP=0.0.0.0 auth method=802.1x auth server=sjtu-radius-new
1391097614109 <142>Jan 30 23:54:08 2014 SJTU-Local4 authmgr[1973]: <124003> <INFO> <SJTU-Local4 10.190.4.1>  Authentication result=Authentication failed(1), method=802.1x, server=sjtu-radius-new, user=ac:81:12:98:51:67 
1391097614110 <142>Jan 30 23:54:08 2014 SJTU-Local4 authmgr[1973]: <522030> <INFO> <SJTU-Local4 10.190.4.1>  MAC=ac:81:12:98:51:67 Station deauthenticated: BSSID=6c:f3:7f:36:34:20, ESSID=SJTU
1391097614110 <142>Jan 30 23:54:08 2014 SJTU-Local4 authmgr[1973]: <522049> <INFO> <SJTU-Local4 10.190.4.1>  MAC=ac:81:12:98:51:67,IP=N/A User role updated, existing Role=sjtu-user/none, new Role=sjtu-user/none, reason=Station is L2 deauthenticated
1391097614110 <142>Jan 30 23:54:08 2014 SJTU-Local4 authmgr[1973]: <522050> <INFO> <SJTU-Local4 10.190.4.1>  MAC=ac:81:12:98:51:67,IP=N/A User data downloaded to datapath, new Role=(null)/0, bw Contract=0/0, reason=Download driven by user role setting, idle-timeout=300
1391097614110 <139>Jan 30 23:54:08 2014 SJTU-Local4 authmgr[1973]: <132053> <ERRS> <SJTU-Local4 10.190.4.1>  Dropping the radius packet for Station ac:81:12:98:51:67 6c:f3:7f:36:34:20 doing 802.1x
1391097614113 <141>Jan 30 23:54:08 2014 10.192.21.10 stm[681]: <501102> <NOTI> |AP DXQL-5-2F-04@10.192.21.10 stm|  Disassoc from sta: ac:81:12:98:51:67: AP 10.192.21.10-6c:f3:7f:36:34:20-DXQL-5-2F-04 Reason STA has left and is disassociated
1391097614114 <141>Jan 30 23:54:08 2014 SJTU-Local4 stm[1974]: <501102> <NOTI> <SJTU-Local4 10.190.4.1>  Disassoc from sta: ac:81:12:98:51:67: AP 10.192.21.10-6c:f3:7f:36:34:20-DXQL-5-2F-04 Reason STA has left and is disassociated
1391097614114 <142>Jan 30 23:54:08 2014 SJTU-Local4 authmgr[2215]: <522036> <INFO> <SJTU-Local4 10.190.4.1>  MAC=ac:81:12:98:51:67 Station DN: BSSID=6c:f3:7f:36:34:20 ESSID=SJTU VLAN=1004 AP-name=DXQL-5-2F-04
1391097619873 <141>Jan 30 23:49:00 2014 10.192.18.109 stm[681]: <501106> <NOTI> |AP MLXY-N-1F-01@10.192.18.109 stm|  Deauth to sta: 50:cc:f8:8d:bc:9a: Ageout AP 10.192.18.109-d8:c7:c8:27:5e:81-MLXY-N-1F-01 handle_sapcp
1391097619873 <141>Jan 30 23:49:00 2014 SJTU-Local2 stm[1967]: <501114> <NOTI> <SJTU-Local2 10.190.2.1>  Deauth from sta: 50:cc:f8:8d:bc:9a: AP 10.192.18.109-d8:c7:c8:27:5e:81-MLXY-N-1F-01 Reason 255
1391097619873 <141>Jan 30 23:49:00 2014 10.192.18.109 stm[681]: <501080> <NOTI> |AP MLXY-N-1F-01@10.192.18.109 stm|  Deauth to sta: 50:cc:f8:8d:bc:9a: Ageout AP 10.192.18.109-d8:c7:c8:27:5e:81-MLXY-N-1F-01 Sapcp Ageout (internal ageout) 
1391097619874 <141>Jan 30 23:49:00 2014 SJTU-Local2 stm[1967]: <501044> <NOTI> <SJTU-Local2 10.190.2.1>  Station 50:cc:f8:8d:bc:9a: No authentication found trying to de-authenticate to BSSID d8:c7:c8:27:5e:81 on AP MLXY-N-1F-01
1391097622339 <142>Jan 30 23:49:02 2014 SJTU-Local2 authmgr[1966]: <522026> <INFO> <SJTU-Local2 10.190.2.1>  MAC=44:33:4c:77:0b:cc IP=10.186.131.212 User miss: ingress=0x10836, VLAN=1002 flags=0x48
1391097623255 <141>Jan 30 23:54:17 2014 10.192.21.10 stm[681]: <501106> <NOTI> |AP DXQL-5-2F-04@10.192.21.10 stm|  Deauth to sta: ac:81:12:98:51:67: Ageout AP 10.192.21.10-6c:f3:7f:36:34:20-DXQL-5-2F-04 handle_sapcp
1391097623255 <141>Jan 30 23:54:17 2014 SJTU-Local4 stm[1974]: <501114> <NOTI> <SJTU-Local4 10.190.4.1>  Deauth from sta: ac:81:12:98:51:67: AP 10.192.21.10-6c:f3:7f:36:34:20-DXQL-5-2F-04 Reason 255
1391097623255 <141>Jan 30 23:54:17 2014 10.192.21.10 stm[681]: <501080> <NOTI> |AP DXQL-5-2F-04@10.192.21.10 stm|  Deauth to sta: ac:81:12:98:51:67: Ageout AP 10.192.21.10-6c:f3:7f:36:34:20-DXQL-5-2F-04 Sapcp Ageout (internal ageout) 
1391097623255 <141>Jan 30 23:54:17 2014 SJTU-Local4 stm[1974]: <501044> <NOTI> <SJTU-Local4 10.190.4.1>  Station ac:81:12:98:51:67: No authentication found trying to de-authenticate to BSSID 6c:f3:7f:36:34:20 on AP DXQL-5-2F-04
1391097628442 <141>Jan 31 00:00:14 2014 10.192.19.170 stm[681]: <501109> <NOTI> |AP XYY-S-1F-06@10.192.19.170 stm|  Auth request: 88:cb:87:8c:0f:81: AP 10.192.19.170-6c:f3:7f:36:3b:70-XYY-S-1F-06 auth_alg 0
1391097628442 <141>Jan 31 00:00:14 2014 10.192.19.170 stm[681]: <501093> <NOTI> |AP XYY-S-1F-06@10.192.19.170 stm|  Auth success: 88:cb:87:8c:0f:81: AP 10.192.19.170-6c:f3:7f:36:3b:70-XYY-S-1F-06
1391097628444 <141>Jan 31 00:00:14 2014 SJTU-Local3 stm[1974]: <501095> <NOTI> <SJTU-Local3 10.190.3.1>  Assoc request @ 00:00:14.786407: 88:cb:87:8c:0f:81 (SN 1): AP 10.192.19.170-6c:f3:7f:36:3b:70-XYY-S-1F-06
1391097628444 <142>Jan 31 00:00:14 2014 SJTU-Local3 authmgr[2207]: <522036> <INFO> <SJTU-Local3 10.190.3.1>  MAC=88:cb:87:8c:0f:81 Station DN: BSSID=6c:f3:7f:36:3e:d8 ESSID=SJTU VLAN=1003 AP-name=XYY-S-1F-05
1391097628445 <141>Jan 31 00:00:14 2014 10.192.19.170 stm[681]: <501095> <NOTI> |AP XYY-S-1F-06@10.192.19.170 stm|  Assoc request @ 00:00:14.734219: 88:cb:87:8c:0f:81 (SN 1): AP 10.192.19.170-6c:f3:7f:36:3b:70-XYY-S-1F-06
1391097628445 <141>Jan 31 00:00:14 2014 SJTU-Local3 stm[1974]: <501080> <NOTI> <SJTU-Local3 10.190.3.1>  Deauth to sta: 88:cb:87:8c:0f:81: Ageout AP 10.192.19.168-6c:f3:7f:36:3e:d8-XYY-S-1F-05 STA has roamed to another AP
1391097628445 <141>Jan 31 00:00:14 2014 10.192.19.170 stm[681]: <501100> <NOTI> |AP XYY-S-1F-06@10.192.19.170 stm|  Assoc success @ 00:00:14.735495: 88:cb:87:8c:0f:81: AP 10.192.19.170-6c:f3:7f:36:3b:70-XYY-S-1F-06
1391097628447 <141>Jan 31 00:00:14 2014 SJTU-Local3 stm[1974]: <501100> <NOTI> <SJTU-Local3 10.190.3.1>  Assoc success @ 00:00:14.789273: 88:cb:87:8c:0f:81: AP 10.192.19.170-6c:f3:7f:36:3b:70-XYY-S-1F-06
1391097628447 <142>Jan 31 00:00:14 2014 SJTU-Local3 authmgr[2207]: <522035> <INFO> <SJTU-Local3 10.190.3.1>  MAC=88:cb:87:8c:0f:81 Station UP: BSSID=6c:f3:7f:36:3b:70 ESSID=SJTU VLAN=1003 AP-name=XYY-S-1F-06
1391097628448 <141>Jan 31 00:00:14 2014 10.192.19.168 stm[681]: <501105> <NOTI> |AP XYY-S-1F-05@10.192.19.168 stm|  Deauth from sta: 88:cb:87:8c:0f:81: AP 10.192.19.168-6c:f3:7f:36:3e:d8-XYY-S-1F-05 Reason STA has roamed to another AP
1391097628448 <142>Jan 31 00:00:14 2014 SJTU-Local3 authmgr[2207]: <522044> <INFO> <SJTU-Local3 10.190.3.1>  MAC=88:cb:87:8c:0f:81 Station authenticate(start): method=802.1x, role=sjtu-user/sjtu-user//sjtu-user, VLAN=1003/1003, Derivation=1/1, Value Pair=0, flags=0x8 
1391097628448 <142>Jan 31 00:00:14 2014 SJTU-Local3 authmgr[2207]: <522049> <INFO> <SJTU-Local3 10.190.3.1>  MAC=88:cb:87:8c:0f:81,IP=N/A User role updated, existing Role=sjtu-user/sjtu-user, new Role=sjtu-user/sjtu-user, reason=Station Authenticated with auth type: 4
1391097628449 <142>Jan 31 00:00:14 2014 SJTU-Local3 authmgr[2207]: <522050> <INFO> <SJTU-Local3 10.190.3.1>  MAC=88:cb:87:8c:0f:81,IP=N/A User data downloaded to datapath, new Role=sjtu-user/68, bw Contract=0/0, reason=Download driven by user role setting, idle-timeout=300
1391097628450 <142>Jan 31 00:00:14 2014 SJTU-Local3 authmgr[2207]: <522029> <INFO> <SJTU-Local3 10.190.3.1>  MAC=88:cb:87:8c:0f:81 Station authenticate: method=802.1x, role=sjtu-user/sjtu-user//sjtu-user, VLAN=1003/1003, Derivation=1/1, Value Pair=0 
1391097628450 <141>Jan 31 00:00:14 2014 SJTU-Local3 authmgr[2207]: <522008> <NOTI> <SJTU-Local3 10.190.3.1>  User Authentication Successful: username=shyhuayue MAC=88:cb:87:8c:0f:81 IP=10.188.161.15 role=sjtu-user VLAN=1003 AP=XYY-S-1F-06 SSID=SJTU AAA profile=sjtu-dot1x-aaa-profile auth method=802.1x auth server=sjtu-radius-new
1391097628450 <141>Jan 31 00:00:14 2014 SJTU-Local3 authmgr[2207]: <522008> <NOTI> <SJTU-Local3 10.190.3.1>  User Authentication Successful: username=shyhuayue MAC=88:cb:87:8c:0f:81 IP=fe80::1026:3cac:696b:3b8f role=sjtu-user VLAN=1003 AP=XYY-S-1F-06 SSID=SJTU AAA profile=sjtu-dot1x-aaa-profile auth method=802.1x auth server=sjtu-radius-new
1391097628450 <141>Jan 31 00:00:14 2014 SJTU-Local3 authmgr[2207]: <522008> <NOTI> <SJTU-Local3 10.190.3.1>  User Authentication Successful: username=shyhuayue MAC=88:cb:87:8c:0f:81 IP=2403:d400:1000:3:4908:3c2c:6252:33a8 role=sjtu-user VLAN=1003 AP=XYY-S-1F-06 SSID=SJTU AAA profile=sjtu-dot1x-aaa-profile auth method=802.1x auth server=sjtu-radius-new
1391097628454 <142>Jan 31 00:00:14 2014 SJTU-Local3 authmgr[1973]: <522050> <INFO> <SJTU-Local3 10.190.3.1>  MAC=88:cb:87:8c:0f:81,IP=10.188.161.15 User data downloaded to datapath, new Role=sjtu-user/68, bw Contract=0/0, reason=Intra MM move for user, idle-timeout=300
1391097628455 <141>Jan 31 00:00:14 2014 SJTU-Local3 mobileip[1989]: <500010> <NOTI> <SJTU-Local3 10.190.3.1>  Station 88:cb:87:8c:0f:81, 10.188.161.15: Mobility trail, on switch 10.190.3.1, VLAN 1003, AP XYY-S-1F-06, SJTU/6c:f3:7f:36:3b:70/g
1391097637351 <141>Jan 31 00:00:23 2014 SJTU-Local3 stm[1974]: <501114> <NOTI> <SJTU-Local3 10.190.3.1>  Deauth from sta: 70:11:24:a5:86:ff: AP 10.192.22.5-6c:f3:7f:34:aa:49-XH-XBL-1F-04 Reason 255
1391097637351 <141>Jan 31 00:00:23 2014 10.192.22.5 stm[681]: <501106> <NOTI> |AP XH-XBL-1F-04@10.192.22.5 stm|  Deauth to sta: 70:11:24:a5:86:ff: Ageout AP 10.192.22.5-6c:f3:7f:34:aa:49-XH-XBL-1F-04 handle_sapcp
1391097637352 <142>Jan 31 00:00:23 2014 SJTU-Local3 authmgr[2207]: <522036> <INFO> <SJTU-Local3 10.190.3.1>  MAC=70:11:24:a5:86:ff Station DN: BSSID=6c:f3:7f:34:aa:49 ESSID=SJTU-Web VLAN=1003 AP-name=XH-XBL-1F-04
1391097637352 <141>Jan 31 00:00:23 2014 10.192.22.5 stm[681]: <501080> <NOTI> |AP XH-XBL-1F-04@10.192.22.5 stm|  Deauth to sta: 70:11:24:a5:86:ff: Ageout AP 10.192.22.5-6c:f3:7f:34:aa:49-XH-XBL-1F-04 Sapcp Ageout (internal ageout) 
1391097637354 <142>Jan 31 00:00:23 2014 SJTU-Local3 authmgr[2207]: <522005> <INFO> <SJTU-Local3 10.190.3.1>  MAC=70:11:24:a5:86:ff IP=fe80::c39:5cdf:e891:a06b User entry deleted: reason=idle timeout
1391097637355 <142>Jan 31 00:00:23 2014 SJTU-Local3 authmgr[2207]: <522005> <INFO> <SJTU-Local3 10.190.3.1>  MAC=70:11:24:a5:86:ff IP=2403:d400:1000:3:c88e:4de7:1cf3:f784 User entry deleted: reason=idle timeout
1391097637359 <142>Jan 31 00:00:23 2014 SJTU-Local3 authmgr[2207]: <522005> <INFO> <SJTU-Local3 10.190.3.1>  MAC=70:11:24:a5:86:ff IP=10.188.214.148 User entry deleted: reason=idle timeout
1391097637359 <142>Jan 31 00:00:23 2014 SJTU-Local3 authmgr[2207]: <522050> <INFO> <SJTU-Local3 10.190.3.1>  MAC=70:11:24:a5:86:ff,IP=N/A User data downloaded to datapath, new Role=sjtu-mobile-logon/62, bw Contract=0/0, reason=Station resetting role, idle-timeout=300
1391097641102 <141>Jan 31 00:00:27 2014 10.192.23.174 stm[678]: <501109> <NOTI> |AP XH-XJL-1F-04@10.192.23.174 stm|  Auth request: 14:cf:92:a8:02:83: AP 10.192.23.174-6c:f3:7f:34:9d:91-XH-XJL-1F-04 auth_alg 0
1391097641103 <141>Jan 31 00:00:27 2014 10.192.23.174 stm[678]: <501093> <NOTI> |AP XH-XJL-1F-04@10.192.23.174 stm|  Auth success: 14:cf:92:a8:02:83: AP 10.192.23.174-6c:f3:7f:34:9d:91-XH-XJL-1F-04
1391097641104 <141>Jan 31 00:00:27 2014 SJTU-Local3 stm[1974]: <501095> <NOTI> <SJTU-Local3 10.190.3.1>  Assoc request @ 00:00:27.446881: 14:cf:92:a8:02:83 (SN 27): AP 10.192.23.174-6c:f3:7f:34:9d:91-XH-XJL-1F-04
1391097641106 <141>Jan 31 00:00:27 2014 SJTU-Local3 stm[1974]: <501100> <NOTI> <SJTU-Local3 10.190.3.1>  Assoc success @ 00:00:27.448207: 14:cf:92:a8:02:83: AP 10.192.23.174-6c:f3:7f:34:9d:91-XH-XJL-1F-04
1391097641106 <142>Jan 31 00:00:27 2014 SJTU-Local3 authmgr[2207]: <522035> <INFO> <SJTU-Local3 10.190.3.1>  MAC=14:cf:92:a8:02:83 Station UP: BSSID=6c:f3:7f:34:9d:91 ESSID=SJTU VLAN=1003 AP-name=XH-XJL-1F-04
1391097641107 <141>Jan 31 00:00:27 2014 10.192.23.174 stm[678]: <501095> <NOTI> |AP XH-XJL-1F-04@10.192.23.174 stm|  Assoc request @ 00:00:27.441366: 14:cf:92:a8:02:83 (SN 27): AP 10.192.23.174-6c:f3:7f:34:9d:91-XH-XJL-1F-04
1391097641107 <141>Jan 31 00:00:27 2014 10.192.23.174 stm[678]: <501100> <NOTI> |AP XH-XJL-1F-04@10.192.23.174 stm|  Assoc success @ 00:00:27.442737: 14:cf:92:a8:02:83: AP 10.192.23.174-6c:f3:7f:34:9d:91-XH-XJL-1F-04
1391097641110 <142>Jan 31 00:00:27 2014 SJTU-Local3 authmgr[2207]: <522050> <INFO> <SJTU-Local3 10.190.3.1>  MAC=14:cf:92:a8:02:83,IP=N/A User data downloaded to datapath, new Role=sjtu-user/68, bw Contract=0/0, reason=layer 2 event driven download, idle-timeout=300
1391097641434 <142>Jan 31 00:00:27 2014 SJTU-Local3 authmgr[1973]: <522050> <INFO> <SJTU-Local3 10.190.3.1>  MAC=14:cf:92:a8:02:83,IP=N/A User data downloaded to datapath, new Role=(null)/0, bw Contract=0/0, reason=Intra MM move for user, idle-timeout=300
